start_BusName,end_BusName,length_km,voltage,cost,rid,n_cells,cells_outside_region,orig_cost_sum,adj_cost_sum,pct_increase,frac_none,frac_low,frac_medium,frac_high,added_cost,added_cost_pipeline_basis,adj_cost_pipeline_basis
8COGEN CALED_360606,8MONTGOMERY_360044,385.0138244850018,500,929156954.897938,8COGEN_CALED_360606-8MONTGOMERY_360044,3803,0,826502842.6875,929799383.34375,12.498026058853661,0.04312384959242703,0.8196160925585064,0.13016039968445964,0.007099658164606889,103296540.65625,116126278.35079545,1045283233.2487335
8E POINT AL_360058,8MONTGOMERY_360044,346.31511016649034,500,857096046.8874743,8E_POINT_AL_360058-8MONTGOMERY_360044,3291,0,733606379.40625,783127070.546875,6.750308139455519,0.5384381646915831,0.3646308113035551,0.08872683075053175,0.008204193254329991,49520691.140625,57856624.21599667,914952671.1034709
6CENTER PNT_360533,8MONTGOMERY_360044,397.97083086935004,500,972906303.884117,6CENTER_PNT_360533-8MONTGOMERY_360044,3674,0,808290330.8125,862598782.140625,6.718928738580066,0.6785519869352205,0.13935764833968428,0.18209036472509527,0.0,54308451.328125,65368881.25112704,1038275185.135244
8BR FERRY NP_360052,8MONTGOMERY_360044,236.7859089865545,500,578961733.363728,8BR_FERRY_NP_360052-8MONTGOMERY_360044,2371,0,521982953.234375,573515659.46875,9.872488347571839,0.38253901307465205,0.4479122733024041,0.15816111345423872,0.011387600168705188,51532706.234375,57157929.66323399,636119663.026962
6LOOPERS FRM_360602,8MONTGOMERY_360044,390.18340879523777,500,952554739.4529917,6LOOPERS_FRM_360602-8MONTGOMERY_360044,3597,0,790169191.265625,844477642.59375,6.873015542549621,0.6716708368084515,0.14234083958854601,0.1859883236030025,0.0,54308451.328125,65469235.293897174,1018023974.7468889
8LIMESTONE_360088,8MONTGOMERY_360044,242.47748037504053,500,594107080.7731702,8LIMESTONE_360088-8MONTGOMERY_360044,2334,0,515166734.09375,571182562.140625,10.873339511219537,0.2532133676092545,0.589974293059126,0.14524421593830333,0.011568123393316195,56015828.046875,64599279.95266209,658706360.7258323
6COUNTY LINE_360013,8MONTGOMERY_360044,372.6051750303291,500,938121732.7103069,6COUNTY_LINE_360013-8MONTGOMERY_360044,3405,0,771660703.625,820264370.171875,6.298579974145557,0.5806167400881057,0.3218795888399413,0.08957415565345081,0.007929515418502203,48603666.546875,59088347.5895987,997210080.2999055
6YOUNG GA_361454,8MONTGOMERY_360044,330.17907119716926,500,834528541.2103904,6YOUNG_GA_361454-8MONTGOMERY_360044,3091,0,703611135.4375,752657572.171875,6.970673752040368,0.5551601423487544,0.33354901326431574,0.09446780977030088,0.016823034616628922,49046436.734375,58172261.97543808,892700803.1858286
8MADISON AL_360060,8MONTGOMERY_360044,247.63635698069342,500,607773100.5780978,8MADISON_AL_360060-8MONTGOMERY_360044,2347,0,518970590.71875,573140492.84375,10.437952187228428,0.2905837239028547,0.5543246697912229,0.1435875585854282,0.011504047720494247,54169902.125,63439065.645177595,671212166.2232754
6KENSNGTN GA_361503,8MONTGOMERY_360044,330.4746556094409,500,834902771.4515967,6KENSNGTN_GA_361503-8MONTGOMERY_360044,3086,0,702058460.625,751104897.359375,6.986090117155186,0.5544394037589112,0.3340894361633182,0.09462086843810759,0.016850291639662993,49046436.734375,58327060.00423475,893229831.4558315
6ALPHA GA_361502,8MONTGOMERY_360044,370.678350366765,500,904337826.4935094,6ALPHA_GA_361502-8MONTGOMERY_360044,3413,0,749209356.703125,803517808.03125,7.248768430643726,0.6539701142689716,0.1500146498681512,0.19601523586287722,0.0,54308451.328125,65553354.87323114,969891181.3667406
6CLOUDLANDGA_361633,8MONTGOMERY_360044,304.1695257542188,500,767152804.9768609,6CLOUDLANDGA_361633-8MONTGOMERY_360044,2831,0,642960572.796875,689138784.078125,7.18212177153803,0.5231367008124338,0.3641822677499117,0.10314376545390322,0.009537265983751325,46178211.28125,55097848.627207816,822250653.6040688
8MAGNOL CC1_360613,8MONTGOMERY_360044,295.54553216407595,500,717618456.0674679,8MAGNOL_CC1_360613-8MONTGOMERY_360044,2526,0,551981755.078125,667163304.75,20.866912468071106,0.0,0.46476642913697547,0.5241488519398259,0.011084718923198733,115181549.671875,149744815.08232182,867363271.1497898
6ROCK SPG GA_361500,8MONTGOMERY_360044,334.51296080109887,500,844159974.6886044,6ROCK_SPG_GA_361500-8MONTGOMERY_360044,3123,0,709666675.890625,758713112.625,6.911193437795604,0.5597182196605828,0.33013128402177394,0.09349983989753442,0.01665065642010887,49046436.734375,58341528.775175855,902501503.4637802
6WID CRK FP_360068,8MONTGOMERY_360044,270.4839413419472,500,679672893.5155551,6WID_CRK_FP_360068-8MONTGOMERY_360044,2465,0,557728555.59375,606332222.140625,8.714573793900904,0.4206896551724138,0.44462474645030425,0.12373225152129817,0.010953346855983773,48603666.546875,59230595.86255456,738903489.3781097
6WRINGOLD GA_361504,8MONTGOMERY_360044,369.22555816062936,500,900295709.3707321,6WRINGOLD_GA_361504-8MONTGOMERY_360044,3401,0,746107752.515625,800766477.9375,7.325848744713359,0.6480446927374302,0.15524845633637166,0.1967068509261982,0.0,54658725.421875,65954301.923644006,966250011.2943761
6BATTLFLD GA_361530,8MONTGOMERY_360044,308.20627899103346,500,778299414.5659559,6BATTLFLD_GA_361530-8MONTGOMERY_360044,2851,0,647285310.84375,693908641.609375,7.202902643480424,0.5191160996141705,0.3689933356716941,0.10242020343739039,0.009470361276745002,46623330.765625,56060149.10596391,834359563.6719198
6S HAVEN CC_360594,8MONTGOMERY_360044,382.27593472801885,500,938986809.162966,6S_HAVEN_CC_360594-8MONTGOMERY_360044,3406,0,754439231.03125,962650645.9375,27.598169122467798,0.0,0.35466823253082796,0.42072812683499705,0.22460364063417498,208211414.90625,259143167.63045934,1198129976.7934253
6CONCORD TN_361509,8MONTGOMERY_360044,376.18114257290085,500,919098908.0763626,6CONCORD_TN_361509-8MONTGOMERY_360044,3470,0,762908451.90625,817567177.328125,7.164519580993156,0.6550432276657061,0.1521613832853026,0.19279538904899135,0.0,54658725.421875,65849021.23782529,984947929.3141879
8BRADLEY TN_360662,8MONTGOMERY_360044,339.14462961288757,500,825994020.0426679,8BRADLEY_TN_360662-8MONTGOMERY_360044,3126,0,684972283.203125,739280734.53125,7.928561879053442,0.6222008957133717,0.163787587971849,0.21401151631477927,0.0,54308451.328125,65489446.99636401,891483467.0390319
